indice,voltaje,label
1212,0.0,extension
1213,0.0,extension
1214,0.0,extension
1215,0.0,extension
1216,0.0,extension
1217,0.0,extension
1218,0.0,extension
1219,0.0,extension
1220,0.0,extension
1221,0.0,extension
1222,0.0,extension
1223,0.0,extension
1224,0.0,extension
1225,0.0,extension
1226,0.0,extension
1227,0.0,extension
1228,0.0,extension
1229,0.0,extension
1230,0.0,extension
1231,0.0,extension
1232,0.0,extension
1233,0.0,extension
1234,0.0,extension
1235,0.0,extension
1236,0.0,extension
1237,0.0,extension
1238,0.0,extension
1239,0.0,extension
1240,0.0,extension
1241,0.0,extension
1242,0.0,extension
1243,0.0,extension
1244,0.0,extension
1245,0.0,extension
1246,0.0,extension
1247,0.0,extension
1248,0.0,extension
1249,0.0,extension
1250,0.0,extension
1251,0.0,extension
1252,0.0,extension
1253,0.0,extension
1254,0.0,extension
1255,0.0,extension
1256,0.0,extension
1257,0.0,extension
1258,0.0,extension
1259,0.0,extension
1260,0.0,extension
1261,0.0,extension
1262,0.0,extension
1263,0.0,extension
1264,0.0,extension
1265,0.0,extension
1266,0.0,extension
1267,0.0,extension
1268,0.0,extension
1269,0.0,extension
1270,0.0,extension
1271,0.0,extension
1272,0.0,extension
1273,0.0,extension
1274,0.0,extension
1275,0.0,extension
1276,0.0,extension
1277,0.0,extension
1278,0.0,extension
1279,0.0,extension
1280,0.0,extension
1281,0.0,extension
1282,0.0,extension
1283,0.0,extension
1284,0.0,extension
1285,0.0,extension
1286,0.0,extension
1287,0.0,extension
1288,0.0,extension
1289,0.0,extension
1290,0.0,extension
1291,0.0,extension
1292,0.0,extension
1293,0.0,extension
1294,0.0,extension
1295,0.0,extension
1296,0.0,extension
1297,0.0,extension
1298,0.0,extension
1299,0.0,extension
1300,0.0,extension
1301,0.0,extension
1302,0.0,extension
1303,0.0,extension
1304,0.0,extension
1305,0.0,extension
1306,0.0,extension
1307,0.0,extension
1308,0.0,extension
1309,0.0,extension
1310,0.0,extension
1311,0.0,extension
1312,0.0,extension
1313,0.0,extension
1314,0.0,extension
1315,0.0,extension
1316,0.0,extension
1317,0.0,extension
1318,0.0,extension
1319,0.0,extension
1320,0.0,extension
1321,0.0,extension
1322,0.0,extension
1323,0.0,extension
1324,0.0,extension
1325,0.0,extension
1326,0.0,extension
1327,0.0,extension
1328,0.0,extension
1329,0.0,extension
1330,0.0,extension
1331,0.0,extension
1332,0.0,extension
1333,0.0,extension
1334,0.0,extension
1335,0.0,extension
1336,0.0,extension
1337,0.0,extension
1338,0.0,extension
1339,0.0,extension
1340,0.0,extension
1341,0.0,extension
1342,0.0,extension
1343,0.0,extension
1344,0.0,extension
1345,0.0,extension
1346,0.0,extension
1347,0.0,extension
1348,0.0,extension
1349,0.0,extension
1350,0.0,extension
1351,0.0,extension
1352,0.0,extension
1353,0.0,extension
1354,0.0,extension
1355,0.0,extension
1356,0.0,extension
1357,0.0,extension
1358,0.0,extension
1359,0.0,extension
1360,0.0,extension
1361,0.0,extension
1362,0.0,extension
1363,0.0,extension
1364,0.0,extension
1365,0.0,extension
1366,0.0,extension
1367,0.0,extension
1368,0.0,extension
1369,0.0,extension
1370,0.0,extension
1371,0.0,extension
1372,0.0,extension
1373,0.0,extension
1374,0.0,extension
1375,0.0,extension
1376,0.0,extension
1377,0.0,extension
1378,0.0,extension
1379,0.0,extension
1380,0.0,extension
1381,0.0,extension
1382,0.0,extension
1383,0.0,extension
1384,0.0,extension
1385,0.0,extension
1386,0.0,extension
1387,0.0,extension
1388,0.0,extension
1389,0.0,extension
1390,0.0,extension
1391,0.0,extension
1392,0.0,extension
1393,0.0,extension
1394,0.0,extension
1395,0.0,extension
1396,0.0,extension
1397,0.0,extension
1398,0.0,extension
1399,0.0,extension
1400,0.0,extension
1401,0.0,extension
1402,0.0,extension
1403,0.0,extension
1404,0.0,extension
1405,0.0,extension
1406,0.0,extension
1407,0.0,extension
1408,0.0,extension
1409,0.0,extension
1410,0.0,extension
1411,0.0,extension
1412,0.0,extension
1413,0.0,extension
1414,0.0,extension
1415,0.0,extension
1416,0.0,extension
1417,0.0,extension
1418,0.0,extension
1419,0.0,extension
1420,0.0,extension
1421,0.0,extension
1422,0.0,extension
1423,0.0,extension
1424,0.0,extension
1425,0.0,extension
1426,0.0,extension
1427,0.0,extension
1428,0.0,extension
1429,0.0,extension
1430,0.0,extension
1431,0.0,extension
1432,0.0,extension
1433,0.0,extension
1434,0.0,extension
1435,0.0,extension
1436,0.0,extension
1437,0.0,extension
1438,0.0,extension
1439,0.0,extension
1440,0.0,extension
1441,0.0,extension
1442,0.0,extension
1443,0.0,extension
1444,0.0,extension
1445,0.0,extension
1446,0.0,extension
1447,0.0,extension
1448,0.0,extension
1449,0.0,extension
1450,0.0,extension
1451,0.0,extension
1452,0.0,extension
1453,0.0,extension
1454,0.0,extension
1455,0.0,extension
1456,0.0,extension
1457,0.0,extension
1458,0.0,extension
1459,0.0,extension
1460,0.0,extension
1461,0.0,extension
1462,0.0,extension
1463,0.0,extension
1464,0.0,extension
1465,0.0,extension
1466,0.0,extension
1467,0.0,extension
1468,0.0,extension
1469,0.0,extension
1470,0.0,extension
1471,0.0,extension
1472,0.0,extension
1473,0.0,extension
1474,0.0,extension
1475,0.0,extension
1476,0.0,extension
1477,0.0,extension
1478,0.0,extension
1479,0.0,extension
1480,0.0,extension
1481,0.0,extension
1482,0.0,extension
1483,0.0,extension
1484,0.0,extension
1485,0.0,extension
1486,0.0,extension
1487,0.0,extension
1488,0.0,extension
1489,0.0,extension
1490,0.0,extension
1491,0.0,extension
1492,0.0,extension
1493,0.0,extension
